EVV DFW 10
EVV ATL 19
AZO ORD 46
AZO ATL 2
AZO MSP 2
FWA ORD 82
FWA DFW 25
FWA ATL 2
ELM ORD 24
ELM ATL 3
LAN ORD 27
LAN ATL 2
LAN MSP 16
MBS ORD 34
MBS ATL 3
MBS MSP 1
ERI ORD 21
PDX TUS 6
PDX ORD 25
PDX LGB 8
PDX ONT 4
PDX PSP 7
PDX ABQ 4
PDX IAH 15
PDX BOS 9
PDX JFK 13
PDX DCA 5
PDX SBA 11
PDX MDW 8
PDX DEN 62
PDX ANC 9
PDX OGG 5
PDX DFW 19
PDX SJC 63
PDX ATL 11
PDX LAS 53
PDX IAD 2
PDX MSP 6
PDX SLC 42
TUS ORD 16
TUS IAH 47
TUS MDW 3
TUS DEN 71
TUS DFW 47
TUS ATL 4
TUS LAS 26
TUS MSP 2
TUS SLC 14
HSV ORD 13
HSV IAH 33
HSV DEN 9
HSV DFW 21
HSV ATL 19
HSV IAD 3
MIA GNV 10
MIA ORD 99
MIA TUL 1
MIA RDU 22
MIA BDL 9
MIA IAH 84
MIA BWI 33
MIA GSO 6
MIA STT 31
MIA CVG 11
MIA BOS 58
MIA ORF 15
MIA STX 16
MIA PHL 103
MIA JFK 94
MIA DCA 80
MIA MCO 66
MIA DEN 54
MIA TPA 52
MIA EGE 9
MIA DFW 89
MIA RIC 2
MIA ATL 88
MIA LAS 41
MIA IAD 32
MIA TLH 18
MIA MSP 21
MIA SJU 74
GNV ATL 46
ORD CMI 61
ORD CMX 12
ORD TOL 38
ORD DBQ 37
ORD MHK 21
ORD SPI 33
ORD LSE 41
ORD FAR 63
ORD SUX 19
ORD BMI 28
ORD GUC 1
ORD RST 60
ORD FNT 68
ORD DLH 33
ORD PAH 18
ORD CWA 40
ORD MOB 13
ORD TUL 63
ORD CID 129
ORD RDU 42
ORD FCA 5
ORD BDL 34
ORD PIA 84
ORD ALO 19
ORD MDT 24
ORD SRQ 13
ORD MSN 119
ORD PSP 10
ORD PBI 14
ORD RAP 3
ORD ABQ 15
ORD IAH 106
ORD BWI 84
ORD COU 32
ORD GSO 2
ORD SYR 76
ORD STT 4
ORD RNO 6
ORD MKG 18
ORD JAC 9
ORD CVG 117
ORD EAU 22
ORD BOS 149
ORD ORF 32
ORD BIS 6
ORD CHA 15
ORD TVC 63
ORD PHL 95
ORD ROA 5
ORD JFK 25
ORD SAT 39
ORD MLI 58
ORD DCA 130
ORD MCO 116
ORD ELP 17
ORD HPN 54
ORD FSD 68
ORD SCE 31
ORD GRR 116
ORD MHT 5
ORD PVD 20
ORD DEN 168
ORD AVP 17
ORD SGF 94
ORD JAN 18
ORD ANC 2
ORD MKE 190
ORD SDF 57
ORD STC 29
ORD TPA 66
ORD EGE 5
ORD LIT 81
ORD OGG 4
ORD DFW 188
ORD RIC 45
ORD BOI 15
ORD CRW 12
ORD SJC 12
ORD ATL 132
ORD ASE 29
ORD PIT 46
ORD CAK 28
ORD MQT 13
ORD LNK 23
ORD LAS 95
ORD IAD 39
ORD FLL 57
ORD IND 71
ORD PWM 1
ORD BTV 16
ORD MSP 146
ORD GRB 112
ORD XNA 104
ORD SLC 70
ORD GSP 12
ORD SJU 35
CMI DFW 7
MHK DFW 35
SPI DFW 16
LSE MSP 3
FAR DEN 38
FAR DFW 12
FAR ATL 3
FAR MSP 37
FAR SLC 1
BMI MCO 10
BMI DEN 3
BMI DFW 26
BMI ATL 32
BMI MSP 11
GUC IAH 1
GUC DEN 16
GUC DFW 17
RST ATL 8
RST MSP 12
FNT BWI 8
FNT MCO 9
FNT TPA 6
FNT ATL 11
FNT LAS 1
FNT MSP 5
DLH MSP 7
MOB IAH 48
MOB DFW 32
MOB ATL 39
WRG PSG 5
TUL IAH 53
TUL MDW 4
TUL DAL 16
TUL DEN 53
TUL DFW 57
TUL ATL 17
TUL LAS 3
TUL IAD 3
TUL MSP 2
TUL SLC 8
YAK CDV 4
CID DEN 29
CID DFW 64
CID ATL 33
CID MSP 15
RDU BDL 5
RDU IAH 35
RDU BWI 37
RDU BOS 27
RDU PHL 30
RDU JFK 50
RDU MDW 15
RDU MCO 20
RDU DEN 5
RDU TPA 15
RDU DFW 27
RDU ATL 48
RDU LAS 3
RDU IAD 3
RDU FLL 9
RDU MSP 3
LGB BOS 5
LGB JFK 12
LGB LAS 16
LGB SLC 48
FCA DEN 13
FCA MSP 3
FCA SLC 14
BDL PBI 11
BDL BWI 36
BDL DCA 9
BDL MDW 13
BDL MCO 46
BDL DEN 3
BDL TPA 20
BDL DFW 18
BDL ATL 39
BDL IAD 17
BDL FLL 22
BDL MSP 8
BDL SJU 20
PIA DEN 4
PIA DFW 29
PIA ATL 21
GJT DEN 16
GJT DFW 17
GJT SLC 11
ONT IAH 19
ONT MDW 11
ONT DEN 39
ONT DFW 23
ONT SJC 33
ONT LAS 23
ONT SLC 7
CRP IAH 59
CRP DFW 120
MDT MCO 9
MDT DEN 2
MDT ATL 18
SRQ BOS 6
SRQ JFK 6
SRQ ATL 15
MSN CVG 8
MSN DEN 25
MSN DFW 64
MSN ATL 11
MSN MSP 11
MSN SLC 6
PSP IAH 15
PSP DEN 42
PSP DFW 24
PSP MSP 1
PSP SLC 10
ACY PBI 8
ACY MCO 29
ACY TPA 4
ACY FLL 34
PBI IAH 21
PBI BWI 26
PBI BOS 82
PBI PHL 69
PBI JFK 49
PBI DCA 25
PBI HPN 27
PBI DEN 4
PBI ISP 17
PBI DFW 27
PBI ATL 51
PBI IAD 4
RAP DEN 20
RAP DFW 20
RAP ATL 2
RAP MSP 30
RAP SLC 6
ABQ IAH 28
ABQ BWI 7
ABQ JFK 5
ABQ MDW 12
ABQ DAL 26
ABQ DEN 22
ABQ DFW 36
ABQ ATL 6
ABQ LAS 27
ABQ MSP 1
ABQ SLC 19
UST IAD 3
IAH AMA 22
IAH LCH 20
IAH BRO 30
IAH SHV 45
IAH GPT 31
IAH HOB 15
IAH VPS 24
IAH BTR 65
